Monthly Budget,Food,Electronics,Online Shopping,Monthly Bill,Groceries,Transport,Housing,Miscellaneous,Saving Goal
99457,15376,11355,8187,14550,11647,5519,22436,1514,8869
87310,13460,4068,7246,9909,10609,5629,20155,3923,12307
49813,8094,2746,1889,3753,5732,2714,9127,1037,14718
42198,7197,3668,2093,5463,5747,2594,6839,2553,6041
13820,1335,1278,930,1422,1033,739,2553,453,4073
29070,4931,3400,1396,3712,3157,2487,4023,1476,4483
74768,7682,3374,3419,5907,4642,3507,10988,2946,32300
16122,2253,743,1249,1268,2447,617,2759,1094,3688
85559,13985,7340,4631,9314,9146,5939,15887,4209,13732
78543,8020,3455,5453,7556,7000,3695,9049,1672,32638
88441,12682,6552,5781,7397,10861,5349,17343,4407,18066
46786,5869,1891,5089,6174,3942,4175,12424,2531,4686
99934,15740,5043,4815,11144,10236,5185,14340,2778,30648
11737,1763,823,523,1264,709,907,1721,365,3658
41062,5579,2259,1708,3847,3047,3385,5228,745,15259
59237,8496,5218,2678,9113,7503,5374,9110,2376,9365
56571,7386,2852,3485,4645,7071,3600,11133,1436,14125
30510,2110,3897,3017,3821,3711,1895,5652,1002,5402
24426,2281,1701,1075,4405,4215,1669,5887,1078,2111
42265,4267,3206,1291,3102,3787,1599,4595,1629,18785
22850,2040,1038,615,1767,2449,1459,4107,734,8637
71150,6970,8971,4148,6439,10321,4017,14403,2667,13209
92312,7728,4396,2996,11205,8773,6586,19642,1469,29513
94613,16903,8783,5885,9110,9858,5919,20196,4656,13299
79910,5882,3342,3182,6960,7157,2540,12890,1944,36007
57375,11590,5202,2774,5336,7336,4228,14023,1047,5835
40435,5835,5477,2446,3854,4201,2521,11376,2630,2091
62132,8253,5472,4454,5768,4797,2405,11939,1898,17142
83945,5618,7364,4787,7675,8288,7222,13940,2823,26225
87050,10877,3185,2960,12295,5863,6383,13817,4636,27032
7983,1438,552,898,1452,859,445,1547,195,594
25662,2497,2308,1539,3062,3375,2453,4712,803,4909
28510,4462,1090,2256,2127,2106,1084,4661,1015,7829
83187,14008,5348,8458,8197,11638,5087,16945,1237,12266
45998,4575,1626,1738,3774,4160,1005,7068,1688,20362
61846,11590,3971,5996,5230,5698,2916,16983,3941,5516
99071,9504,7634,8286,12013,7447,3983,19245,4272,26682
11640,1445,929,456,689,705,886,1701,621,4203
49547,8483,5334,3986,5793,5063,4274,7101,1197,8313
59620,8552,3300,1895,6932,6061,4181,7816,1150,19728
20317,2550,1658,680,1495,1479,996,2633,223,8598
12564,1351,1127,997,1711,1208,933,3015,513,1704
32345,3304,2399,1798,2789,2159,1313,2848,766,14967
99223,11027,8616,5830,9882,10695,4541,14775,4176,29677
84273,7175,9427,3722,10267,6465,7339,20713,3601,15561
79859,12674,4949,4896,6738,10413,7050,11924,1735,19476
85765,11763,4305,5359,11449,9991,2642,19679,4235,16337
79038,6609,3941,3697,9329,6440,3849,12758,2668,29742
57393,2768,4603,3560,5245,4266,1981,9227,2302,23435
71081,8354,6054,2610,5711,3355,2856,9982,1960,30196
34430,2018,2767,1238,2193,2736,1964,3501,511,16994
80532,4767,7359,2459,9953,5083,4086,10571,3550,32702
32788,3978,4030,1884,2733,2217,1112,4383,1936,10512
53543,4569,4560,4291,8518,5526,3280,9943,2002,10850
18919,2770,1414,716,1286,2047,1097,3787,216,5582
74346,10285,5978,6728,8271,12622,5325,18858,1185,5091
44974,4674,2465,1389,3629,4358,2999,7083,1050,17322
21371,3494,682,1150,2914,1960,1099,3765,945,5357
50084,7489,4182,4369,8476,9083,1862,9977,1688,2955
34629,4988,4412,1856,6529,4161,2292,7079,602,2705
56184,9995,4365,4230,6030,4934,2449,8187,3385,12605
66916,7350,7050,5063,3924,6609,2924,9279,3800,20913
78972,8292,5059,5549,10245,8902,4366,13693,2416,20445
67187,9367,2676,3872,6189,5866,4505,11640,988,22080
17984,2544,1678,1308,2087,1996,805,2354,422,4786
38039,4211,2462,2421,3573,2079,2256,6437,1368,13228
90431,19767,5770,4556,11099,11808,5347,14404,4238,13438
88691,16719,8476,7740,13787,11371,4137,14225,3294,8938
63606,8329,3616,1904,7411,7331,2193,11036,1532,20251
15616,2043,1436,408,1800,1799,1079,2642,219,4186
55072,4156,5862,3244,7784,8288,3966,16390,1959,3419
29574,3283,1403,2799,4126,2775,1719,5827,1096,6542
8430,1543,781,656,1086,1269,354,1454,460,824
17676,2172,1772,758,1049,1360,1218,3829,404,5110
15816,1248,1388,582,1136,2257,1100,3649,845,3607
37733,3022,3316,2670,2241,4199,1646,7233,1105,12297
90680,7571,3961,3901,5689,7450,5391,16936,2371,37407
7050,1052,903,397,500,1072,427,1061,332,1303
38933,3783,2320,1928,3250,2291,813,5269,474,18802
29951,4362,2426,1681,2802,1693,1885,5949,433,8716
37413,4882,1991,1305,3074,4022,2861,6062,931,12280
39801,5065,3454,1737,3044,3030,2165,6685,437,14181
60619,5655,4247,4163,4941,6983,2263,9683,1463,21218
37913,4183,4179,3294,2611,3432,1809,6056,1732,10613
45600,4919,2869,1571,3890,6241,3937,8749,2341,11078
62775,9781,3148,3367,9979,8854,3519,16558,2908,4658
95816,9134,7305,4788,15478,16681,9278,21896,5509,5743
95093,12606,6907,6036,10773,8395,6673,18569,5059,20072
40400,5676,3166,3044,4191,4121,2660,7460,1993,8085
9494,1227,827,519,907,1461,444,1676,297,2131
85688,16212,7358,7017,9521,10965,2981,18337,3674,9619
94431,9944,7907,5243,8510,6908,4435,13544,1847,36089
79691,5454,2860,4651,7836,6696,5635,9336,2503,34716
48001,3770,1875,2788,2406,4802,1339,7300,1041,22676
72364,8330,6494,3275,7865,7487,3673,13820,1765,19651
50028,4797,3905,2454,4423,5598,3410,6148,1010,18279
42573,2214,2626,2261,3352,4282,1879,6197,1240,18519
5806,743,417,448,656,570,345,971,268,1383
61638,10382,4744,2478,6210,8695,4163,10942,2355,11664
34757,2986,1208,2041,2816,2770,1993,4165,387,16388
39636,6630,3113,1315,2751,3513,1964,6953,2214,11179
85097,13526,10109,2564,8349,5719,7088,13408,1035,23296
53280,5761,6002,2929,6321,6957,4381,9945,4039,6941
29262,5301,1242,3243,2476,4065,2548,5713,1782,2887
85435,7508,6801,4107,5167,8247,2434,13408,1112,36647
67211,6266,4572,2282,7951,9659,4144,8774,1625,21934
59842,9453,2909,5961,5156,9620,2055,11012,1907,11766
61979,11224,8101,5622,5743,5209,4023,9415,4192,8446
86470,7172,4203,7057,9648,10028,2924,14307,5189,25938
43197,6165,4099,1553,5137,4358,3044,4740,587,13510
46844,8313,3862,2011,7253,4179,3896,8902,1719,6705
69754,7577,4266,2682,6231,4806,3414,9717,844,30212
39157,4775,3859,3717,5477,4390,2828,9430,1234,3442
82129,14003,4304,5534,7855,5429,6576,16367,4791,17266
45042,3894,3377,2535,4695,2463,3077,6743,2213,16042
66665,4656,8140,5283,5850,8989,3600,16160,2427,11556
87856,10459,6850,3010,4626,7964,3631,12764,1434,37115
32376,3872,2261,1868,2440,3334,1622,3553,1025,12398
60554,5896,5333,2395,3890,5445,1455,10383,1225,24528
19199,2997,1359,862,3048,1818,2264,3431,1428,1988
86412,7329,4086,4835,12583,8452,5916,27537,5885,9785
55948,9422,2296,5420,5057,5775,4066,12027,1872,10009
78781,8369,7148,6371,10784,7296,5727,9799,979,22305
77750,6988,5751,2579,6228,7938,2628,12287,3290,30058
71262,6703,5239,2489,6082,7252,2529,7883,2692,30388
51600,7589,4807,1362,6226,3578,1623,6079,1398,18934
81898,8206,5748,5380,4259,4028,3820,10535,1600,38317
67483,8003,3383,3791,6997,6490,1618,10738,651,25807
23297,4397,1181,2229,2368,2967,1851,3432,494,4375
35448,4624,3996,2889,4327,4265,2036,6874,433,6000
31172,1755,1123,1440,4107,2385,1768,6104,1161,11324
47874,4292,5280,2460,7135,7131,3065,9025,2934,6548
12657,2355,951,978,1012,1510,663,3228,796,1160
89386,8436,4911,2851,5648,12055,6497,21213,1892,25877
30425,3230,2198,972,2237,1652,1062,5888,413,12770
31685,3694,2227,1928,5714,3717,3367,6111,1894,3029
29578,2122,2583,1606,1974,2624,969,4850,826,12019
33831,3144,1735,1580,2349,2046,1740,5779,1408,14046
12906,1860,956,506,1372,1266,721,2382,394,3446
66413,11940,8512,5694,6279,6445,5377,14158,2972,5033
59028,11406,6053,2482,9015,4107,5943,10086,2344,7588
12287,1675,1064,720,802,1317,502,1203,474,4525
38660,3299,1972,2823,2508,3495,3222,6522,499,14315
80758,7150,2772,3157,5183,5444,2949,9907,4118,36685
65504,8736,2005,3805,8354,4330,2879,12288,2653,20450
64720,11806,7846,4333,7242,10058,2786,9873,3922,6850
39701,5314,5109,1461,3610,5166,2877,9484,2522,4154
88300,13019,4157,3391,7768,10613,4962,9657,1660,33069
22674,1564,2354,2291,3093,3363,1457,4527,1013,3008
88560,10404,3339,3900,9617,13997,7938,18017,3830,17514
28874,3625,1263,1624,3369,2823,2207,5169,1016,7774
48642,6819,5395,4746,4848,7848,4489,10684,836,2974
70160,7046,3420,4574,6676,9251,4237,18269,5320,11363
22602,2603,1803,1140,2736,3360,1230,3003,1445,5278
93801,7265,10327,9614,8480,14771,6085,15590,5171,16493
30931,4719,3404,1661,4977,4165,1452,6265,839,3444
99377,14646,6208,6054,5261,7858,4527,12931,4362,37525
34192,4187,2184,1875,3225,2942,1115,3254,1186,14221
51542,8078,4409,4339,4778,5927,5036,8201,2221,8549
47520,4200,1257,3250,4934,3679,2790,7740,730,18936
69772,8232,6564,5300,4433,10108,5531,12540,1467,15593
63762,4949,2947,4495,9439,6824,5524,9247,2608,17726
55106,5235,1704,4343,3585,3261,3625,6324,943,23982
86121,5922,5067,6053,9395,8353,2910,11692,3355,33370
30559,3359,2286,1872,2257,2660,1600,3452,470,12599
38742,7099,1821,3202,4128,5840,1293,8706,2328,4322
74669,11826,2960,3962,8098,11113,3496,21890,5245,6076
85199,10118,2739,4985,9320,4240,2181,11307,1791,38512
26754,2578,2169,1193,2696,2447,1318,7005,553,6006
8972,1261,779,465,1184,706,712,1860,391,1610
75831,9823,3224,2514,6814,5378,5657,11615,2281,28521
46873,3946,3526,3003,5173,4556,1613,4415,651,19986
99661,7221,7917,4073,9312,7114,3006,14315,3036,43663
14903,2630,1473,1157,1104,1401,737,2585,948,2864
8020,865,428,372,567,742,399,1079,88,3476
46755,11412,4271,2476,4481,6598,3465,9175,1675,3198
90956,17344,6994,6981,9395,7215,9610,22683,4149,6580
91988,13272,5585,5169,6745,8360,2809,15920,3715,30409
50648,5698,2535,5687,9385,4919,6135,11432,884,3970
14516,1241,1611,603,2387,1965,542,2487,831,2846
7396,716,439,339,435,928,406,1389,133,2608
89082,6876,4575,6517,9831,13087,4109,21383,4725,17974
24129,3847,1725,1004,2510,2069,2004,6394,1416,3156
6591,1219,414,378,796,783,320,1209,303,1164
16303,2049,1760,682,980,1880,1307,2655,814,4172
35561,3233,1604,2489,4524,3137,1355,8157,1674,9385
76719,8792,5693,2452,7570,5231,3392,10200,2518,30867
97108,6199,8078,6539,7903,6126,3171,13644,2569,37636
91231,8550,9080,7388,7626,10286,4088,17389,3506,23315
12314,1396,693,740,749,1331,371,1550,178,5301
24623,3633,2712,1193,3434,3534,2119,4271,1228,2496
72675,10253,4572,5441,5674,12567,2865,15838,3477,11984
70082,3750,4832,2542,6805,3800,3092,12522,3119,29615
88624,13639,4200,3145,14066,12063,4896,14857,2249,19505
38130,2109,2194,1479,2397,3266,2167,5202,569,18742
56756,4076,4542,2915,6320,8071,1865,11699,2518,14746
31292,3245,1986,1501,1517,3319,1848,4809,347,12716
91206,9054,5841,8046,12380,13830,5385,13392,2201,21072
74274,7936,2875,6774,6605,10729,4458,12640,4337,17917
7469,1006,756,290,1266,928,370,1034,155,1660
58947,7630,3180,2875,6149,5347,2554,7897,1290,22021
27534,4332,1042,801,3102,3617,1276,3787,1413,8160
68620,5753,5977,3604,5479,5862,2338,6353,677,32573
53874,5494,6938,2216,7715,8111,2399,10226,1995,8776
54708,5534,6153,4986,4122,8320,4234,13286,2858,5211
79553,7053,8101,6259,6722,8513,2945,17648,4253,18055
73344,10182,3196,2576,5131,6109,3294,13535,3888,24021
54138,4968,4466,2877,4415,2767,2416,6504,2043,23677
59302,8441,4697,4848,9426,5006,3098,10608,970,12203
52638,5664,2322,3105,7547,5348,2992,6665,873,18118
83249,7096,8571,5500,10125,8581,5252,16900,3941,17281
7719,773,330,463,825,758,304,1418,315,2529
27890,1888,1447,1553,2630,1935,946,4221,768,12499
82236,10154,3372,6177,11720,11988,3461,18866,3822,12673
41509,5554,2864,2541,4104,3396,2269,9056,2094,9626
47534,4305,2540,2516,2212,4390,2835,3903,1208,23622
97241,7924,4811,6121,6997,4736,3551,16287,3943,42868
23787,2932,838,1110,2547,2642,1601,3831,1048,7233
53845,4730,3698,1863,5868,5943,3422,11367,1740,15210
62932,4226,4851,4964,10014,8701,5186,11616,2165,11206
97124,11518,4568,7569,12165,8981,6203,14560,4095,27461
96659,8160,10204,3342,8644,7025,2774,10963,3818,41725
38062,5245,2527,2089,2625,3485,1815,4721,1915,13638
80713,12573,9054,2834,6665,7099,6907,16850,4157,14570
92263,17014,3992,7669,7574,9784,6245,23283,3720,12977
65461,12504,4194,6211,6577,7696,2590,10499,4101,11085
80418,6664,4989,6520,15107,12646,5065,14279,4982,10164
71672,15502,5786,4730,8616,11793,4074,12626,1875,6668
39832,5456,1539,3246,4268,5454,3166,5592,1602,9504
36966,6881,3494,1905,3817,5096,3169,7781,1087,3733
77545,6789,6792,9169,11460,7465,7302,14427,4263,9876
17987,2625,804,860,2228,2117,835,2382,802,5329
42311,3696,4190,3033,6186,4912,1604,11004,2434,5249
36575,6604,4755,2538,2769,4492,1420,9334,1779,2880
68852,4972,3909,5381,11058,9132,4438,12695,3986,13276
6007,838,573,528,516,732,247,1462,211,895
75981,7781,6716,6039,8318,9719,2515,10807,2665,21418
81242,8080,7191,7674,7031,14000,4394,19855,5210,7804
52517,2934,4459,1670,4859,5821,3000,7942,1435,20392
34257,3142,3258,1393,1760,3700,957,3558,802,15683
92272,5907,4944,4681,9009,11061,4493,12723,3969,35482
47207,4948,3703,3525,4938,2694,3326,9789,602,13679
18281,1891,1255,857,1148,1910,644,1766,812,7994
66246,9056,3771,5040,8206,3781,2735,8016,1609,24028
6435,1021,422,642,463,918,600,1708,305,352
96357,7193,12095,6991,14876,7980,7318,13233,4762,21905
31660,2359,2461,2012,2297,2250,1895,4226,451,13706
10084,1003,427,955,1318,812,502,2443,546,2073
87197,15850,3807,7559,11074,9325,8383,21772,3683,5741
18507,2268,1562,959,1038,1341,531,3283,383,7139
77595,6879,2458,5317,5844,4237,5779,11712,3480,31885
88807,7694,10322,3923,12087,15126,9443,14636,4714,10858
50539,6770,2040,2755,5511,5539,2553,8609,2011,14747
12491,2116,421,545,1853,1662,826,2605,757,1703
55192,7834,1703,1780,2980,6568,3686,9135,879,20622
85395,13410,5285,6943,7620,10599,4021,18825,3985,14704
68888,7915,2488,4601,8083,9714,4148,15435,3254,13246
78609,4734,4873,2598,6260,6515,4900,11763,3143,33820
14077,1698,1278,770,2097,1627,493,1932,457,3721
25953,2715,1447,2011,1400,3126,1919,2991,1222,9119
81919,9671,7885,6653,8092,7445,6002,13762,3477,18928
72889,11215,6666,2783,10814,5803,6854,13956,1376,13419
28821,2741,2072,2678,2400,3845,1022,4101,406,9553
42567,5559,3563,2786,6703,4434,2206,10341,1877,5094
29860,3445,2114,2204,2068,3156,2628,6209,1528,6504
26195,2360,3649,2267,3135,2543,1166,6350,948,3773
82475,7455,5939,5508,7859,8742,4413,9171,3439,29947
95874,9918,3680,5241,5297,9223,4853,9883,2246,45529
92266,11626,7006,3421,4862,4738,3200,10497,966,45946
26427,2742,1497,1720,3664,2031,1803,4818,1472,6676
32083,4727,1597,2073,5500,2979,1311,7271,1372,5250
92046,5933,6743,5700,13283,11172,5551,16713,4003,22944
62372,6445,4463,2894,6771,4508,2289,7113,986,26899
49064,7052,4156,3493,4977,6566,4466,9643,1706,7001
12813,980,935,499,641,640,720,1960,304,6130
36598,7400,2910,1907,2831,4369,1684,5650,2383,7460
98106,7711,4108,4439,9371,5831,3809,13280,1128,48426
32082,1578,3025,1906,3224,2902,1397,3088,1248,13711
34241,2714,2282,1734,3637,2473,1536,4454,1237,14170
49569,5734,5019,4343,7029,5649,2880,7580,1762,9569
16745,2153,1989,648,2170,1825,1608,4396,1049,903
31029,5273,3661,2110,2314,2944,2855,4410,570,6887
18025,2572,774,1337,1561,1800,620,4784,1224,3349
19288,3349,1276,754,1686,2831,1744,5112,1243,1288
94186,10510,8953,3928,7923,9995,6045,18205,2496,26128
11540,1248,892,933,1042,1513,992,1875,372,2669
86958,8780,6213,4845,10184,6320,2736,17678,1020,29178
73878,8322,3422,4277,5878,4842,5989,13958,2841,24345
46846,7209,3198,3177,7247,4418,4976,9517,2214,4887
80932,4788,4089,4428,5541,4833,4504,10117,3002,39627
22482,4378,1440,1364,3933,1998,1669,3879,802,3015
28411,3179,1555,2593,4131,2147,1579,4858,1252,7113
55975,4192,2044,2619,7942,5399,3690,12427,2564,15093
65545,3949,2427,3414,5009,6670,2667,11875,2272,27258
83797,7147,11506,4480,8244,14806,6349,21068,2261,7931
57307,6552,5602,4703,6243,5672,3357,10057,1197,13919
8093,686,284,617,592,857,400,1806,154,2693
82258,6591,5085,6508,10985,13478,5319,19847,2364,12077
27042,3462,2274,892,2383,2594,860,4802,784,8987
57930,5681,2368,2362,4180,5241,1918,7296,1905,26975
49413,2378,3523,1472,4924,4978,1974,5006,504,24651
98623,14532,12684,6906,10839,17548,5088,18177,6475,6371
38756,5233,3866,2853,5239,3535,2747,8370,862,6046
58268,9699,4388,4143,4386,6101,3386,12858,2254,11049
44214,6481,2854,2059,3642,5759,3592,7889,1782,10151
86871,9296,8793,9267,11340,9510,3919,18913,2016,13813
33602,4895,1274,2823,4553,4424,2657,7353,864,4757
58331,5182,1213,2426,5013,3906,3441,8145,1030,27972
53901,3715,1371,2687,5441,5924,2223,5738,1824,24974
68416,13865,5702,7189,7306,7092,4022,14107,4262,4867
37196,5226,2372,3201,2912,2866,3231,7045,2809,7530
10626,1795,451,636,762,1197,697,2447,169,2468
12424,1913,1113,976,1192,1312,479,2735,743,1957
17857,2141,1863,687,2298,1018,1334,1959,607,5946
24982,2905,906,1630,2815,2047,1157,4495,573,8448
81961,7329,4944,3864,4874,4694,4737,14448,1602,35466
6980,738,249,404,767,714,315,979,134,2676
53290,7574,5328,1653,5236,4673,2134,9204,1809,15675
31431,4282,1699,1466,1947,2277,1108,6098,1734,10815
89976,15636,10169,5185,8715,9052,4333,19355,1934,15592
87711,12696,4220,4170,7891,6157,6816,15459,2505,27793
31385,4645,2688,2011,3148,3114,1821,4907,570,8478
43158,7416,2514,2416,4456,4457,4025,12073,1051,4747
28019,3463,1622,1178,4148,3858,2519,5226,1543,4459
23639,2579,1526,2095,3247,1976,1120,4300,792,4284
90530,10971,4078,5073,6247,7304,3024,9834,1813,42181
26563,3029,3352,1189,2821,3683,2732,3896,1774,4082
44341,5120,4769,1642,6958,3380,3480,9338,1663,7988
10776,1116,837,1071,1481,1000,857,1925,155,2329
41444,5160,3672,1087,3965,2797,1740,7112,1457,14450
73916,13469,5894,6881,7081,5084,6471,18384,3020,7628
13711,1159,1001,460,763,932,521,1883,419,6571
79318,6578,2686,3897,5391,6578,4482,12624,2218,34860
87970,11784,9334,3446,6448,6742,7500,13046,2417,27248
90553,10661,2506,6373,9805,8739,5521,13732,1219,31993
35707,4983,3586,1850,4065,6799,2799,7139,2429,2053
44110,5624,3627,2833,4761,7450,2765,6944,1168,8933
66788,5914,4312,2471,4703,3644,2326,12890,3272,27252
87879,14011,8556,8603,10801,7666,7439,20789,2551,7458
43827,6716,3170,3974,6314,5096,1646,6627,2520,7759
10655,1063,1116,486,1259,764,813,1347,463,3339
49859,8950,5987,2459,6724,3416,3496,8841,1736,8245
58625,3077,5119,3356,5091,3642,3846,5545,1374,27570
57098,7409,8610,6029,6213,4774,3377,11126,3334,6222
20251,1569,1442,959,1794,1532,1234,2908,531,8279
5526,319,612,441,327,536,343,1187,218,1539
73760,5830,6196,2975,7405,3401,4415,13000,1941,28592
52837,5719,4154,2409,8021,6371,2509,11236,2386,10029
16536,1970,1642,665,1964,1743,979,2570,343,4655
33541,2450,2737,1713,1680,2796,1565,5629,357,14609
84083,10287,6581,3807,10470,10299,3745,14989,2033,21869
56027,6904,3876,2243,7295,8456,2574,10849,1956,11870
39531,2813,1337,1769,4696,3999,3137,8196,2066,11514
13712,1701,1166,700,745,1542,397,1985,360,5112
70455,6336,10199,3285,8448,5962,3457,11760,2892,17585
79744,8949,3487,1681,3773,6004,2741,12954,2472,37678
10109,1762,447,872,948,1242,874,1888,224,1847
54268,5258,3164,2572,5932,5905,3401,10840,2868,14324
59615,8088,3895,2045,6573,3816,2475,7896,1536,23286
87503,12705,4791,5887,6997,5374,4434,11159,4641,31510
34759,4134,2057,1966,2812,2296,1944,3696,605,15246
90708,8976,7504,4357,4798,7586,2027,8032,2202,45223
65112,6448,6601,3306,6710,10903,2240,9533,3605,15762
31589,6307,2361,3079,5475,3063,1234,5450,1457,3159
35015,3298,4589,2435,5114,5728,2336,7525,1757,2230
34009,2503,2366,1546,3192,1935,1897,6997,745,12824
88309,6119,2747,4384,5466,9510,4462,14633,1836,39147
67046,7719,5991,5761,7532,10791,5908,10422,2908,10011
31143,4784,3490,2579,2911,2431,1626,8688,853,3777
11154,1963,1421,1148,1237,1170,616,2485,243,869
26804,3377,2255,1335,1451,1274,880,3931,1035,11263
46688,3725,3089,4363,6941,7891,2054,7151,2595,8876
69288,12949,3264,4838,4990,7308,3313,12424,4209,15989
56195,8818,1894,2573,3983,6182,3454,11689,2075,15523
25581,1423,2066,1326,2617,1737,1113,3664,688,10942
57648,5190,5106,1768,7100,7240,3824,6799,851,19766
35087,4821,2044,1339,4492,2590,1902,4814,1615,11465
54930,8902,4380,5069,9025,5567,2850,9782,2262,7088
37981,5202,3927,2362,2678,2992,1967,6861,1319,10670
74298,8447,6496,2309,4949,5868,3788,13243,1561,27633
51167,4156,1771,1955,4808,2142,2848,7227,1290,24967
80304,5543,8560,3288,11955,9715,6831,18887,4227,11293
48408,7478,4945,4675,6762,3612,3194,12455,2654,2628
44499,4472,2981,2483,5994,7373,4678,8272,4040,3732
57269,8923,4184,4665,5400,6819,3224,9090,2411,12549
43559,5172,1523,2201,4531,2712,2253,5662,1239,18261
79319,15135,6574,6784,9122,10424,9853,15513,1688,4220
53787,8353,3969,2171,5559,5742,3137,9681,1427,13744
40488,5528,3073,2613,7091,2933,2324,6189,2711,8022
79441,14265,6231,7461,11753,8424,6533,16178,2743,5848
79663,10440,5856,5642,6201,9036,6274,12454,3635,20123
27431,5598,1183,2324,2671,2304,1195,5793,1842,4516
66681,10001,6628,5151,4696,7586,4049,13432,1242,13892
68483,4985,4138,2416,7617,4704,3081,14617,1753,25169
54153,9718,4074,1999,5933,4112,2475,8487,1933,15417
11368,1727,1450,1006,967,1596,662,2463,288,1206
